Year,Sanctuary,Status,Site,Observer,Replicate,Depth,Time,Complexity,Algal.cover,Sample,Latitude,Longitude,Successful.count,Successful.length,Date,Location
2018,Parker Point,No-take,Parker Point,ISJKNA,10,1,12:00:00,3,3,2183,-32.025693,115.529321,Yes,Yes,20180126,
2018,Parker Point,No-take,Parker Point,AMCEAC,1,1,12:00:00,2,3,2184,-32.025693,115.529321,Yes,Yes,20180126,
2018,Parker Point,No-take,Parker Point,AMCEAC,2,1,12:00:00,4,3,2185,-32.025693,115.529321,Yes,Yes,20180126,
2018,Parker Point,No-take,Parker Point,AMCEAC,3,1,12:00:00,1,3,2186,-32.025693,115.529321,Yes,Yes,20180126,
2018,Parker Point,No-take,Parker Point,AMCEAC,4,1,12:00:00,3,3,2187,-32.025693,115.529321,Yes,Yes,20180126,
2018,Parker Point,No-take,Parker Point,AMCEAC,5,1,12:00:00,3,3,2188,-32.025693,115.529321,Yes,Yes,20180126,
2018,Parker Point,No-take,Parker Point,AMCEAC,6,1,12:00:00,3,3,2189,-32.025693,115.529321,Yes,Yes,20180126,
2018,Parker Point,No-take,Parker Point,AMCEAC,7,1,12:00:00,2,2,2190,-32.025693,115.529321,Yes,Yes,20180126,
2018,Parker Point,No-take,Parker Point,AMCEAC,8,1,12:00:00,4,3,2191,-32.025693,115.529321,Yes,Yes,20180126,
2018,Parker Point,No-take,Parker Point,AMCEAC,9,1,12:00:00,4,3,2192,-32.025693,115.529321,Yes,Yes,20180126,
2018,Parker Point,No-take,Parker Point,AMCEAC,10,1,12:00:00,4,3,2193,-32.025693,115.529321,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,ISJKNACE,1,1,12:00:00,4,3,2194,-32.016699,115.515372,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,ISJKNACE,2,1,12:00:00,4,1,2195,-32.016699,115.515372,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,ISJKNACE,3,1,12:00:00,3,3,2196,-32.016699,115.515372,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,ISJKNACE,4,1,12:00:00,3,3,2197,-32.016699,115.515372,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,ISJKNACE,5,1,12:00:00,3,3,2198,-32.016699,115.515372,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,ISJKNACE,6,1,12:00:00,2,3,2199,-32.016699,115.515372,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,ISJKNACE,7,1,12:00:00,1,3,2200,-32.016699,115.515372,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,ISJKNACE,8,1,12:00:00,2,3,2201,-32.016699,115.515372,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,ISJKNACE,9,1,12:00:00,1,3,2202,-32.016699,115.515372,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,ISJKNACE,10,1,12:00:00,4,3,2203,-32.016699,115.515372,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,TKAGMAMHC,1,1,12:00:00,2,1,2204,-32.016699,115.515372,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,TKAGMAMHC,2,1,12:00:00,4,3,2205,-32.016699,115.515372,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,TKAGMAMHC,3,1,12:00:00,4,2,2206,-32.016699,115.515372,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,TKAGMAMHC,4,1,12:00:00,2,3,2207,-32.016699,115.515372,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,TKAGMAMHC,5,1,12:00:00,2,2,2208,-32.016699,115.515372,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,TKAGMAMHC,6,1,12:00:00,3,3,2209,-32.016699,115.515372,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,TKAGMAMHC,7,1,12:00:00,3,3,2210,-32.016699,115.515372,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,TKAGMAMHC,8,1,12:00:00,1,3,2211,-32.016699,115.515372,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,TKAGMAMHC,9,1,12:00:00,3,3,2212,-32.016699,115.515372,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,TKAGMAMHC,10,1,12:00:00,4,3,2213,-32.016699,115.515372,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,MHACSSHW,1,1,12:00:00,1,3,2214,-32.016699,115.515372,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,MHACSSHW,2,1,12:00:00,3,1,2215,-32.016699,115.515372,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,MHACSSHW,3,1,12:00:00,1,3,2216,-32.016699,115.515372,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,MHACSSHW,4,1,12:00:00,4,1,2217,-32.016699,115.515372,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,MHACSSHW,5,1,12:00:00,3,2,2218,-32.016699,115.515372,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,MHACSSHW,6,1,12:00:00,2,3,2219,-32.016699,115.515372,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,MHACSSHW,7,1,12:00:00,2,3,2220,-32.016699,115.515372,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,MHACSSHW,8,1,12:00:00,1,1,2221,-32.016699,115.515372,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,MHACSSHW,9,1,12:00:00,1,3,2222,-32.016699,115.515372,Yes,Yes,20180126,
2018,Parker Point,Fished,Fairbridge,MHACSSHW,10,1,12:00:00,1,3,2223,-32.016699,115.515372,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,HCTKAGM,1,1,12:00:00,1,3,2224,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,HCTKAGM,2,1,12:00:00,4,2,2225,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,HCTKAGM,3,1,12:00:00,1,1,2226,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,HCTKAGM,4,1,12:00:00,3,3,2227,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,HCTKAGM,5,1,12:00:00,2,2,2228,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,HCTKAGM,6,1,12:00:00,3,3,2229,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,HCTKAGM,7,1,12:00:00,4,3,2230,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,HCTKAGM,8,1,12:00:00,3,2,2231,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,HCTKAGM,9,1,12:00:00,4,3,2232,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,HCTKAGM,10,1,12:00:00,2,3,2233,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,SSHWMH,1,1,12:00:00,2,1,2234,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,SSHWMH,2,1,12:00:00,3,1,2235,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,SSHWMH,3,1,12:00:00,1,0,2236,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,SSHWMH,4,1,12:00:00,2,3,2237,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,SSHWMH,5,1,12:00:00,2,0,2238,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,SSHWMH,6,1,12:00:00,3,3,2239,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,SSHWMH,7,1,12:00:00,1,1,2240,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,SSHWMH,8,1,12:00:00,1,3,2241,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,SSHWMH,9,1,12:00:00,4,4,2242,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,SSHWMH,10,1,12:00:00,2,0,2243,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,JKNAIS,1,1,12:00:00,1,2,2244,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,JKNAIS,2,1,12:00:00,2,3,2245,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,JKNAIS,3,1,12:00:00,2,3,2246,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,JKNAIS,4,1,12:00:00,1,3,2247,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,JKNAIS,5,1,12:00:00,3,3,2248,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,JKNAIS,6,1,12:00:00,4,3,2249,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,JKNAIS,7,1,12:00:00,4,3,2250,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,JKNAIS,8,1,12:00:00,1,3,2251,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,JKNAIS,9,1,12:00:00,3,3,2252,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,JKNAIS,10,1,12:00:00,2,2,2253,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,ACAMCE,1,1,12:00:00,2,3,2254,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,ACAMCE,2,1,12:00:00,2,3,2255,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,ACAMCE,3,1,12:00:00,4,2,2256,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,ACAMCE,4,1,12:00:00,3,3,2257,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,ACAMCE,5,1,12:00:00,4,3,2258,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,ACAMCE,6,1,12:00:00,4,3,2259,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,ACAMCE,7,1,12:00:00,4,2,2260,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,ACAMCE,8,1,12:00:00,4,1,2261,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,ACAMCE,9,1,12:00:00,2,1,2262,-32.014351,115.50276,Yes,Yes,20180126,
2018,Green Island,Fished,West Salmon,ACAMCE,10,1,12:00:00,2,2,2263,-32.014351,115.50276,Yes,Yes,20180126,
2018,Armstrong Bay,Fished,Ricey Beach,AMMH,1,1,12:00:00,2,1,2264,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,AMMH,2,1,12:00:00,1,3,2265,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,AMMH,3,1,12:00:00,2,1,2266,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,AMMH,4,1,12:00:00,4,3,2267,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,AMMH,5,1,12:00:00,2,3,2268,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,AMMH,6,1,12:00:00,4,3,2269,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,AMMH,7,1,12:00:00,1,3,2270,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,AMMH,8,1,12:00:00,2,3,2271,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,AMMH,9,1,12:00:00,3,3,2272,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,AMMH,10,1,12:00:00,3,2,2273,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,TKHCAGM,1,1,12:00:00,3,1,2274,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,TKHCAGM,2,1,12:00:00,2,1,2275,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,TKHCAGM,3,1,12:00:00,3,1,2276,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,TKHCAGM,4,1,12:00:00,2,1,2277,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,TKHCAGM,5,1,12:00:00,1,2,2278,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,TKHCAGM,6,1,12:00:00,4,1,2279,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,TKHCAGM,7,1,12:00:00,1,1,2280,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,TKHCAGM,8,1,12:00:00,2,2,2281,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,TKHCAGM,9,1,12:00:00,4,1,2282,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,TKHCAGM,10,1,12:00:00,2,2,2283,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,NAJKIS,1,1,12:00:00,2,3,2284,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,NAJKIS,2,1,12:00:00,3,3,2285,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,NAJKIS,3,1,12:00:00,3,1,2286,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,NAJKIS,4,1,12:00:00,2,3,2287,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,NAJKIS,5,1,12:00:00,3,3,2288,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,NAJKIS,6,1,12:00:00,2,1,2289,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,NAJKIS,7,1,12:00:00,4,3,2290,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,NAJKIS,8,1,12:00:00,3,2,2291,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,NAJKIS,9,1,12:00:00,3,3,2292,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,NAJKIS,10,1,12:00:00,3,2,2293,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,CEACSS,1,1,12:00:00,4,1,2294,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,CEACSS,2,1,12:00:00,2,1,2295,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,CEACSS,3,1,12:00:00,4,1,2296,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,CEACSS,4,1,12:00:00,2,1,2297,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,CEACSS,5,1,12:00:00,4,1,2298,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,CEACSS,6,1,12:00:00,3,1,2299,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,CEACSS,7,1,12:00:00,3,1,2300,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,CEACSS,8,1,12:00:00,3,1,2301,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,CEACSS,9,1,12:00:00,4,1,2302,-31.999667,115.48882,Yes,Yes,20180127,
2018,Armstrong Bay,Fished,Ricey Beach,CEACSS,10,1,12:00:00,4,3,2303,-31.999667,115.48882,Yes,Yes,20180127,
2018,Green Island,Fished,Strickland Bay,HCTKAGM,1,1,12:00:00,3,1,2304,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,HCTKAGM,2,1,12:00:00,3,1,2305,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,HCTKAGM,3,1,12:00:00,3,1,2306,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,HCTKAGM,4,1,12:00:00,3,2,2307,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,HCTKAGM,5,1,12:00:00,3,3,2308,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,HCTKAGM,6,1,12:00:00,2,2,2309,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,HCTKAGM,7,1,12:00:00,1,0,2310,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,HCTKAGM,8,1,12:00:00,2,1,2311,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,HCTKAGM,9,1,12:00:00,2,1,2312,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,HCTKAGM,10,1,12:00:00,1,1,2313,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,MHAM,1,1,12:00:00,3,3,2314,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,MHAM,2,1,12:00:00,3,3,2315,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,MHAM,3,1,12:00:00,1,3,2316,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,MHAM,4,1,12:00:00,2,3,2317,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,MHAM,5,1,12:00:00,1,3,2318,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,MHAM,6,1,12:00:00,2,1,2319,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,MHAM,7,1,12:00:00,3,1,2320,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,MHAM,8,1,12:00:00,1,3,2321,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,MHAM,9,1,12:00:00,4,3,2322,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,MHAM,10,1,12:00:00,2,3,2323,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,CAAMSS,1,1,12:00:00,3,1,2324,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,CAAMSS,2,1,12:00:00,3,1,2325,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,CAAMSS,3,1,12:00:00,3,1,2326,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,CAAMSS,4,1,12:00:00,2,1,2327,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,CAAMSS,5,1,12:00:00,3,1,2328,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,CAAMSS,6,1,12:00:00,2,1,2329,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,CAAMSS,7,1,12:00:00,3,1,2330,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,CAAMSS,8,1,12:00:00,2,1,2331,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,CAAMSS,9,1,12:00:00,3,1,2332,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,ACCESS,10,1,12:00:00,3,1,2333,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,ISJKNAHW,1,1,12:00:00,3,3,2334,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,ISJKNAHW,2,1,12:00:00,1,3,2335,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,ISJKNAHW,3,1,12:00:00,1,3,2336,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,ISJKNAHW,4,1,12:00:00,2,3,2337,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,ISJKNAHW,5,1,12:00:00,2,3,2338,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,ISJKNAHW,6,1,12:00:00,4,3,2339,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,ISJKNAHW,7,1,12:00:00,3,3,2340,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,ISJKNAHW,8,1,12:00:00,4,3,2341,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,ISJKNAHW,9,1,12:00:00,4,3,2342,-32.017462,115.473186,Yes,Yes,20180128,
2018,Green Island,Fished,Strickland Bay,ISJKNAHW,10,1,12:00:00,3,3,2343,-32.017462,115.473186,Yes,Yes,20180128,
